,sentence1,sentence2,scores
2739,"If the economy continues to lose productivity, it is estimated it will enter a crisis condition in just a few weeks’ time.","FAYETTEVILLE (COASTAL PROVINCE) PEOPLE'S REPUBLIC OF PINELAND, CAPITAL.",0.010724321
2740,"A ROP military spokesperson told CBC News in a statement that the missing equipment is ""critical.""","In the video, the group claims that the ROP government has “angered the lion” and will pay for all the past abuses on the faithful Shia Arab followers of Ali the “rightful successor to Muhammad.”  The posting is the first time this organization has claimed responsibility for a violent attack and posted some of their ideology openly.",0.10855113
2741,Colombia (FARC) insurgents.,"Recently, the UPA Army VII Corps deployed to Afghanistan to relieve the UPA Army XV Corps in support of the ISAF multinational effort.",0.010486072
2742,"THIS CONFIRMS THE BELIEF THAT BASED ON THE PILOTS LAST TRANSMISSIONS AND COMMENTS MADE ON MR. MONT-BLACK'S CELL PHONE IMMEDIATELY AFTER THE CRASH, THAT IT WAS IN FACT DUE TO MECHANICAL ISSUES AND NOT AN AIR DEFENSE ENGAGEMENT.",At least one officer was injured overnight in addition to the six injured on Saturday night.,0.022977494
2743,THIS MERITS CLOSE ATTENTION OVER THE COURSE OF THE NEXT FEW WEEKS.,"Equipment seized in the raid included uniforms, personal field gear, (10) AN PRC 77, (5) cases of 4386 batteries, and field rations.",0.012131901
2744,A.,"In open forums, both Nicholas and Keel Christian have warned President Paton that his policies toward the population are too lenient and that the Conservative Party (CP) under Hale-Canteth, and other lawless organizations are still active.",0.010885578
2745,"However, the PRF elements within occupied Pineland not well organized and are only marginally capable of synchronizing operations in a concerted effort.","Signal Intelligence (SIGINT)/Human Intelligence (HUMINT):  IIR 17-232C-1X-12XZJ US Military Assistance Advisory Group (MAAG) Multiple SIGACT Report Provided to US from ROP Information Data Network Exchange (RIDNE) W-035 to W-030, ROP EMBASSY, (W-034) Short Format:  SIGACT Number, Report POC, Location, Time, Details, Comments.",0.1648888
2746,"Analyst Assessment:  The reference to “TG my Protector” that appeared at many rallies on (W-102) may be to the Tsalagi Gawonihisdi (TG), the last known name of the political wing of the AWENASA, who was once very active during the 1960s.",The kidnappings are probably related to the violence to the east and not to the negotiations from the “compromise” talks.,0.016677149
2747,Both attacks employed improvised mortar-projected IEDs and 81 mm conventional mortars as their main assault weapons.,"The mass migration of hundreds of El Salvadorans to the New River Inlet is still affecting local residents who are now responsible for more than one thousand Spanish-speaking, undocumented immigrants who are in temporary housing awaiting a decision from the ROP leadership on their status.",0.009184989
2748,The minority support base and the agrarian sharecroppers are believed to have joined efforts under the banner of the MARM.,SOUTHWEST WINDS AROUND 5 MPH.,0.008785542
2749,THE MOVEMENT OF AN ARMOR BRIGADE DEMONSTRATES THAT PATON AND/OR THE UPA MILITARY LEADERSHIP ARE NOW MOST LIKELY REGRETTING THE DECISION TO REPLOY THE 29TH MECH.,Agents reported that unknown assailants abducted a couple vacationing in New River on the evening of W-58.,0.009205281
2750,AATIMO or GRA suspected.,"W-066 to destabilize the locality, instill terror on the ROP military, and force concessions from the ROP government.",0.08126655
2751,"As opposed to the last reporting period, mass demonstrations started again this week.","PRES H.CANTETH SAID THE THREE NEW PROVINCIAL GOVERNORS WOULD PRESIDE OVER THE MOUNTAIN DISTRICT TO THE WEST, THE CENTRAL DISTRICT IN THE PIEDMONT REGION, AND THE COASTAL DISTRICT TO THE EAST.",0.009337099
2752,A.,The suspicious individuals who planted the unknown device are still at large and police investigators are still analyzing all the closed-circuit TV (CCTV) video as well as the device itself.,0.2621676
2753,"A computer graphic warning that “The builders” will return soon has been posted on an Internet site linked to the terror organization, and the RBI and TILTF say they are investigating.","Most notably was the abduction of ROP Congressional Senior Deputy Montgomery-Scott in Columbia, SPP.",0.009363649
2754,"1) THE INVITATION OF THE IRANIAN ADVISORS TO OPEN AN OFFICE AT THE CULLOWHEE FOSSIL REACTOR COMPLEX, COUPLED WITH THE TECHNOLOGY-SHARING AGREEMENT IS SEEN AS A DIRECT AFFRONT AIMED AT THE CURRENT US ADMINISTRATION.","(SIGACT ROP-259-NR-W-032), Reported by Onslow County Sheriff and NPP BOI, Director N. Christian, ROP Marine Corps Base logistics convoy attacked with underbelly IED, 0437 hours, 4 x High-Mobility Multi-Wheeled Vehicles (HMMWVs) were attacked during an early morning logistic run between MCAS New River and Camp Lejeune.",0.011450349
2755,"Associated Press (AP) - The largest demonstration of the SPP anti-war movement ended with a tense scuffle between protesters and police, with officers wielding batons and some demonstrators throwing bottles and other debris.",NFI,0.03519142
2756,"Due to the newly signed PDD 65, the investigation is being led by local County Police in coordination with the FBP.","ROP authorities, particularly, President Jan Harrison Montgomery disregarded their wishes.",0.010281817
2757,"“We are here to remember our fallen...,” said one demonstrator to TV6.",PDM Presidential Decision Memorandum yy.,0.0090116905
2758,"PEACE INTERNATIONAL REPORTED THAT MULTIPLE EXPLOSIONS RANG OUT IN THE SOUTH CENTRAL AREA OF THE PRP, AS TWO 28TH DIV TF LOGISTICS COMPOUNDS WERE ATTACKED BY MORTARS AT 0001 AND 0014 HOURS.",Fayetteville is the same symbolic location that hosted the first marches that kicked off the MARM on W-232.,0.009193199
2759,"(U) The various criminal, insurgent, and terrorist organizations operating in the NPP are finding new ventures for revenue amidst the unrest.",Atlantica Arabian Twelvers (the Ithna’ashariyya) Islamic Movement (AATIMO) posts claimed the attack on Camp Prestor on W-060.,0.011650095
2760,PAPT announced the “See Say App” to empower riders to report criminal or suspicious activities to the RBI and SIS quickly and discretely.,"Meeting at Beijing's Great Hall of the People, President Hu Jintao told UPA President Wayne Bradford- Roth that his China looks forward to working closely with the UPA as equal economic partners in",0.01057665
2761,GRA insurgents appear to favor targeting the local law enforcement and conducted a high-level abduction of a ROP legislator in the South Pineland Province (SPP).,"Armed officers are also making their presence known at 3rd Convention Center, East/West Blvd, Arrowood and Tyvola.",0.025828555
2762,(U) Republic of Pineland (ROP) President Canteth and the CP leadership appear unmoved as they continue to tacitly allow public gatherings by opposition forces.,"0917 HRS, 23 APR 13.",0.015718449
2763,EXPECT PARTLY CLOUDY SKIES FROM CENTRAL PRP NORTH AND NORTHEAST THROUGH MID-LATE EVENING AS THE LOW LEVEL TROUGH DROPS TO THE SOUTHEAST THROUGH CENTRAL PEOPLE'S REPUBLIC OF PINELAND (PRP).,Agents reported that unknown assailants abducted a couple vacationing in New River on the evening of W-58.,0.011078109
2764,"2) SEVERAL SOURCES HAVE STATED THAT THE CONTROLLED BURN EAST OF ALBEMARLE IN MORROW MOUNTAIN PROVINCIAL PARK, ANNOUNCED ONLY HOURS BEFORE IT WAS TO BEGIN, WOULD HAVE BEEN AN ATTEMPT TO ""SMOKE OUT"" ANY GUERILLAS THAT MIGHT BE HIDING IN THE PROVINCIAL PARK.","THE EXPLOSIVES ARE BELIEVED TO HAVE BEEN SMUGGLED INTO THE AREA THROUGH THE COMMISSARY TRANSPORTATION SYSTEM, BY AN ALLEGED MINORITY SUICIDE BOMBER, WHO HAD WORKED FOR THE EMBASSY FOR THIRTY YEARS.",0.07957831
2765,Mr. David Paton approached and received concurrence from the ROP government to allow a small United Nations Peace Support Mission in the NPP to provide oversight to the transition of the former fighters and parceling of land rights.,NSCTR No Significant Change to Report uu.,0.014604349
2766,"DESPITE THE OFFICIAL NOTICE OF RETIREMENT, MANY BELIEVE HE WAS LUCKY TO BE RETIRING AT ALL, AND WAS BEING FORCED OUT OF OFFICE FOR HIS VOCAL OPPOSITION TO MANY OF THE STRONG ARM TACTICS BEING  ""STRONGLY RECOMMENDED"" BY NICOLAS CHRISTIAN AND OTHER HIGH RANKING ISC LEADERS.","A few of the immigrants required medical attention after authorities found dozens of them locked inside a crowded, hot, ramshackle house, according to a criminal complaint filed in the case.",0.009930801
2767,"IT IS THOUGHT THAT THIS MAY BE THE INITIAL INDICATION OF A REPOSITIONING, OR REASSIGNING, OF FORCES TO AREAS WITH THE GREATEST GUERILLA ACTIVITY.",During Period ROP Totals SIGACTs # SIGACTs # IED/Mine Strikes 0 IED/Mine Strikes 0 IED/Mine Finds 0 IED/Mine Finds 0 Direct Fire 0 Direct Fire 0 IDF 0 IDF 0 Violent Protests 2 Violent Protests 3 Detainments 4 Detainments 9,0.110461384
2768,The World Trade Union (WTU) opened an office in Wilmington just days before riot police killed two MARM protesters.,"THIS PROCESS ESTABLISHED TO CONTROL THE PEOPLE WITH BROKEN PROMISES AND FALSE HOPE, AND IN SOME CASES BY HOSTILE MODES INFLICTING POLITICAL-MILITARY UNREST THAT LED TO THE DEATH AND DESTRUCTION TO A NATION AND ITS PEOPLE.",0.027724318
2769,"THE CHRONIC POLITICAL AND ECONOMIC CHALLENGES ASSOCIATED WITH THE FLEDGLING PRP GIVE LOCALS LITTLE INCENTIVE TO SUPPORT THE PRP AND EVEN LESS SO, IF THEY BELIEVE THAT SUCH SUPPORT WILL RESULT IN THE ADDED RISK OF HARM TO THEMSELVES OR THEIR FAMILIES.",(Modified W-095) PIR 6.,0.027878996
2770,A.,The situation in the NPP continues to deteriorate.,0.11652178
2771,SPC YOLANDA JONES WAS BEING CHARGED WITH 22 COUNTS OF AIDING THE ENEMY.,B.,0.01937169
2772,The professional attacks used devices similar to the PIRA Mark Fifteen MK15 improvised mortars that use propane tanks to contain the main charge and a short time-delay fuse.,DEMONSTRATIONS BROKE OUT ALMOST IMMEDIATELY.,0.37245622
2773,Members of the political factions represented by the Celtic Union (CU) and the Tsalagi Gawonihisdi (TG) are making public announcements of achievement over the status quo.,"(C) 14 0033R HOURS, CHECK POINT NPWC PI40, 2 NM EAST OF PRP/ROA BORDER; RECEIVED 11 X 82MM ROUNDS CAUSING SOME LIGHT TO MODERATE STRUCTURAL DAMAGE TO THE BORDER CHECK POINT STATION BUILDING, BUT NO CASUALTIES.",0.014693557
2774,"A total of three mortar-projected IEDs impacted the newly built ammunition supply point (ASP) on the west side of Camp Prestor, NPP.",COUNTER-GUERILLA OPERATIONS REMAIN A SIGNIFICANT PART OF THE DAILY ACTIVITIES OF THE NASCENT PRP SECURITY FORCES THAT ARE ALSO DEALING WITH INSTANCES OF REVENGE KILLINGS AND OTHER VIOLENT CRIMES IN THE LARGER URBAN AREAS.,0.015384348
2775,SOUTH WIND BETWEEN 5 AND 7 MPH.,The ROP underestimated the fervor and motivation behind the movement and is now feeling the repercussions of the constant disturbances massive marches in the streets.,0.009290027
2776,"Most were young university coeds, both white and black.",The ROP Government is losing control of the population in NPP and is very concerned about a large-scale revolt if the persistent violence due to insurgent actions and mass rallies continue.,0.009840727
2777,"AT THE SAME TIME, BOTH NICHOLAS AND KEEL CHRISTIAN WARNED PRESIDENT PATON THAT HIS POLICIES TOWARD THE POPULATION ARE TOO LENIENT AND THAT THE CONSERVATIVE PARTY (CP), AND OTHER LAWLESS ORGANIZATIONS ARE STILL ACTIVE.",Members of the political factions represented by the Celtic Union (CU) and the Tsalagi Gawonihisdi (TG) are making public announcements of achievement over the status quo.,0.039604537
2778,"The continued protests are not only impacting the workforce in NPP, but also disrupting government activities and daily functions.","LEAFLETS WERE FOUND THE NEXT MORNING IN TOWNS ALONG HIGHWAY 17 FROM SUNNY POINT TO VERONA ANNOUNCING “THE 120TH GUERILLA BAND AND CORUTHERS LIVE ON!”  8 X KIA (CIVILIAN STAFF), 20 X WIA (CIVILIAN STAFF).",0.011534617
2779,"The joint news conference, initially scheduled on W-080, is still not on the calendar.","HE STATED THAT THE FUTURE OF THE NORTHERN PROVINCE IS DIRECTLY TIED TO THE FUTURE OF THE NATION, AND THE COUNCIL IS WORKING TO REUNITE THE TWO AS SOON AS FEASIBLY POSSIBLE.",0.018310133
2780,"WITH THE UNUSUAL MASSING OF ISC FORCES IN THE MOUNTAIN PROVINCE FOR UNKNOWN REASONS, THIS IS A POSITIVE DEVELOPMENT.",Another VEO is also increasing the level of activity against ROP military in Camp Prestor.,0.0757085
2781,"""They can't pay that 300 don ($150) fine.”  The number of protesters has increased significantly since the anti-Hale-Canteth demonstrations during the week of W-70, which drew as many as 100,000 onto the streets in the middle of a Raleigh winter.","21 APR, 1230 HOURS, COLUMBIA, SOUTH PINELAND PROVINCE, REPUBLIC OF PINELAND, CAPITAL.",0.0097859455
2782,"THEY WILL CONTINUE TO APPLY PRESSURE TO THE RESISTANCE, MOVING TO THE RURAL AREAS AS CALM IS BROUGHT TO THE URBAN AREAS.",A. SYNOPSIS (NEXT 24).,0.009181089
2783,"A report of an attack on an FBP outpost was received late in the intelligence cycle and included in the graph below, but specific details will be issued in the next Intelligence Summary (INTSUM) due to cutoff requirements.",	4.,0.11085628
2784,The allegations stem from bribery to the physical abuse of citizens.,"INVESTIGATORS HAVE NOT RELEASED MUCH MORE INFORMATION, BUT WPRP IS EXPECTING A PRESS CONFERENCE SOON.",0.026251838
2785,"However, despite these efforts, many see these responses as too little too late and a growing fear of a destabilized NPP.","HE ASSURED THE NATION THAT PROGRESS WAS BEING MADE IN PREPARATIONS TO RE-UNITE THE DIVIDED NATION, BUT PATIENCE WAS NEEDED TO ENSURE IT WAS DONE WITH THE LEAST LOSS OF LIFE POSSIBLE.",0.058054823
2786,CURRENT ANALYSIS INDICATES THAT THE ISC BELIEVE THE ABSENCE OF GUERILLA OPERATIONS IS DUE TO THE EFFECTIVENESS OF THEIR COIN OPERATIONS.,A hooded guide moved them to a secluded location and then later crossed some very rough terrain into the ROP.,0.008934213
2787,THERE ARE MORE AND BETTER WAYS TO FILL THIS REQUIREMENT UTALIZING LOCAL SOURCES.,ROP authorities announced that the ROP BOI director was reassigned to other duties and the new director (Mr. Nicholas B. Christian) was appointed effective W-058.,0.018666165
2788,"However, later FMBI also tweeted, ""3rd Street/Convention Center metro is now open.""","United Press International Bureau (UPIB) Wilmington, NPP.",0.011691522
2789,The lack of cooperation on behalf the ROP government in open dialogue is taking a psychological toll on the protesters.,"ALTHOUGH IT WAS REPORTED THAT THE GORHAB CLAIMED RESPONSIBILITY FOR THE MORTAR ATTACKS ON THE BORDER, AT THIS TIME IT HAS NOT BEEN CONFIRMED.",0.014846902
2790,Building the military and economic capacities of the ROP as the basis for long-term security and stability on the continent of Atlantica.,CALM WIND.,0.008771776
2791,"OVERALL, ALL THREE JSOA'S WERE IDLE DURING THE REPORTING PERIOD WITH NO SIGNIFICANT ACTIVITY NOTED.",CURRENT ANALYSIS INDICATES THAT THE ISC BELIEVE THE ABSENCE OF GUERILLA OPERATIONS IS DUE TO THE EFFECTIVENESS OF THEIR COIN OPERATIONS.,0.12785453
2792,"""The South Korean puppets and foolish politicians around the world should not expect any change,"" the North Korean National Defense Commission warned in a statement last week, labeling","DAVIDSON COUNTY SHERIFF'S DEPUTIES ARRESTED MICHAEL BECK, 45, AFTER HE TURNED HIMSELF IN TO THE SHERIFF'S OFFICE THURSDAY AFTERNOON.",0.009831109
